index,symbol
1563,600895.SH
1564,600736.SH
1565,600007.SH
1566,600658.SH
1567,601512.SH
1568,600082.SH
1569,600215.SH
1570,000628.SZ
1571,600463.SH
1572,300905.SZ
1573,002243.SZ
1574,300218.SZ
1575,603330.SH
1576,002676.SZ
1577,300717.SZ
1578,002694.SZ
1579,300198.SZ
1580,300716.SZ
1581,002108.SZ
1582,300539.SZ
1583,603266.SH
1584,603856.SH
1585,603657.SH
1586,002735.SZ
1587,000973.SZ
1588,688680.SH
1589,002014.SZ
1590,603725.SH
1591,300169.SZ
1592,300599.SZ
1593,300644.SZ
1594,300221.SZ
1595,603991.SH
1596,603212.SH
1597,300321.SZ
1598,300920.SZ
1599,605488.SH
1600,300325.SZ
1601,300849.SZ
1602,002585.SZ
1603,300955.SZ
1604,002457.SZ
1605,605180.SH
1606,002420.SZ
1607,002395.SZ
1608,300806.SZ
1609,002641.SZ
1610,300980.SZ
1611,688026.SH
1612,300230.SZ
1613,300393.SZ
1614,002324.SZ
1615,605008.SH
1616,000859.SZ
1617,002522.SZ
1618,002263.SZ
1619,688219.SH
1620,300305.SZ
1621,002812.SZ
1622,002838.SZ
1623,603806.SH
1624,002768.SZ
1625,002855.SZ
1626,688299.SH
1627,600458.SH
1628,003018.SZ
1629,600589.SH
1630,600143.SH
1631,002886.SZ
1632,688323.SH
1633,000532.SZ
1634,600053.SH
1635,600783.SH
1636,600705.SH
1637,000617.SZ
1638,603093.SH
1639,600599.SH
1640,002647.SZ
1641,000666.SZ
1642,000563.SZ
1643,600120.SH
1644,600390.SH
1645,600695.SH
1646,002961.SZ
1647,000046.SZ
1648,600816.SH
1649,000987.SZ
1650,600901.SH
1651,600643.SH
1652,300309.SZ
1653,000540.SZ
1654,000416.SZ
1655,600318.SH
1656,000415.SZ
1657,000567.SZ
1658,600817.SH
1659,600830.SH
1660,605268.SH
1661,603059.SH
1662,002631.SZ
1663,603226.SH
1664,603008.SH
1665,601996.SH
1666,603221.SH
1667,300749.SZ
1668,603180.SH
1669,002615.SZ
1670,002489.SZ
1671,603992.SH
1672,002572.SZ
1673,603208.SH
1674,603801.SH
1675,300729.SZ
1676,002853.SZ
1677,603661.SH
1678,002718.SZ
1679,603313.SH
1680,603615.SH
1681,002084.SZ
1682,002790.SZ
1683,603610.SH
1684,603848.SH
1685,603600.SH
1686,300616.SZ
1687,603833.SH
1688,600337.SH
1689,003011.SZ
1690,002751.SZ
1691,603818.SH
1692,603551.SH
1693,603898.SH
1694,002798.SZ
1695,603408.SH
1696,603326.SH
1697,603709.SH
1698,603389.SH
1699,603385.SH
1700,000910.SZ
1701,603816.SH
1702,002429.SZ
1703,000333.SZ
1704,002035.SZ
1705,002005.SZ
1706,002473.SZ
1707,002032.SZ
1708,002508.SZ
1709,300894.SZ
1710,600983.SH
1711,000651.SZ
1712,605336.SH
1713,002543.SZ
1714,600336.SH
1715,603303.SH
1716,300824.SZ
1717,002242.SZ
1718,300911.SZ
1719,603355.SH
1720,603366.SH
1721,002290.SZ
1722,000921.SZ
1723,603486.SH
1724,603996.SH
1725,688169.SH
1726,603519.SH
1727,603868.SH
1728,003023.SZ
1729,002959.SZ
1730,605117.SH
1731,300403.SZ
1732,600261.SH
1733,300808.SZ
1734,000016.SZ
1735,002403.SZ
1736,000810.SZ
1737,002076.SZ
1738,002759.SZ
1739,002705.SZ
1740,600839.SH
1741,600690.SH
1742,600854.SH
1743,300272.SZ
1744,600060.SH
1745,000521.SZ
1746,600870.SH
1747,000541.SZ
1748,002723.SZ
1749,002668.SZ
1750,002677.SZ
1751,002681.SZ
1752,002182.SZ
1753,002240.SZ
1754,002466.SZ
1755,002460.SZ
1756,002978.SZ
1757,000629.SZ
1758,600111.SH
1759,002716.SZ
1760,000962.SZ
1761,600615.SH
1762,002428.SZ
1763,600259.SH
1764,002192.SZ
1765,000960.SZ
1766,601958.SH
1767,002842.SZ
1768,300963.SZ
1769,688379.SH
1770,002378.SZ
1771,600456.SH
1772,600711.SH
1773,002340.SZ
1774,000831.SZ
1775,688122.SH
1776,002149.SZ
1777,603399.SH
1778,002167.SZ
1779,603993.SH
1780,600459.SH
1781,600392.SH
1782,300618.SZ
1783,603799.SH
1784,000657.SZ
1785,300034.SZ
1786,300930.SZ
1787,600295.SH
1788,000762.SZ
1789,605376.SH
1790,002738.SZ
1791,600549.SH
1792,600320.SH
1793,002009.SZ
1794,002097.SZ
1795,000811.SZ
1796,000157.SZ
1797,002667.SZ
1798,002158.SZ
1799,002685.SZ
1800,600031.SH
1801,002011.SZ
1802,002523.SZ
1803,002526.SZ
1804,002535.SZ
1805,600815.SH
1806,000528.SZ
1807,600710.SH
1808,000425.SZ
1809,600761.SH
1810,600984.SH
1811,000680.SZ
1812,002483.SZ
1813,601106.SH
1814,600169.SH
1815,600582.SH
1816,603218.SH
1817,300185.SZ
1818,601399.SH
1819,601100.SH
1820,603058.SH
1821,000607.SZ
1822,002229.SZ
1823,300781.SZ
1824,002951.SZ
1825,603499.SH
1826,002836.SZ
1827,002228.SZ
1828,000038.SZ
1829,603429.SH
1830,002191.SZ
1831,300057.SZ
1832,300071.SZ
1833,000695.SZ
1834,002831.SZ
1835,300058.SZ
1836,002799.SZ
1837,300280.SZ
1838,002969.SZ
1839,002188.SZ
1840,603729.SH
1841,603022.SH
1842,002400.SZ
1843,300501.SZ
1844,002787.SZ
1845,603687.SH
1846,601515.SH
1847,600836.SH
1848,002712.SZ
1849,002752.SZ
1850,002846.SZ
1851,600880.SH
1852,000659.SZ
1853,300612.SZ
1854,601968.SH
1855,002117.SZ
1856,000812.SZ
1857,600210.SH
1858,002701.SZ
1859,003003.SZ
1860,300805.SZ
1861,002599.SZ
1862,603843.SH
1863,603637.SH
1864,300635.SZ
1865,002062.SZ
1866,300536.SZ
1867,603778.SH
1868,003001.SZ
1869,000010.SZ
1870,000928.SZ
1871,000961.SZ
1872,300989.SZ
1873,002061.SZ
1874,600068.SH
1875,300675.SZ
1876,002060.SZ
1877,603959.SH
1878,300564.SZ
1879,603316.SH
1880,300506.SZ
1881,300712.SZ
1882,600248.SH
1883,300492.SZ
1884,603458.SH
1885,603909.SH
1886,002775.SZ
1887,600039.SH
1888,002116.SZ
1889,603388.SH
1890,603815.SH
1891,002135.SZ
1892,002178.SZ
1893,002051.SZ
1894,600629.SH
1895,003013.SZ
1896,600284.SH
1897,300649.SZ
1898,603357.SH
1899,300517.SZ
1900,002140.SZ
1901,300500.SZ
1902,603183.SH
1903,600491.SH
1904,601611.SH
1905,601117.SH
1906,603060.SH
1907,605303.SH
1908,300778.SZ
1909,002883.SZ
1910,000090.SZ
1911,002949.SZ
1912,603018.SH
1913,603017.SH
1914,002374.SZ
1915,605289.SH
1916,601186.SH
1917,600853.SH
1918,600820.SH
1919,601390.SH
1920,603007.SH
1921,601668.SH
1922,601669.SH
1923,600502.SH
1924,002431.SZ
1925,300949.SZ
1926,002586.SZ
1927,002323.SZ
1928,600512.SH
1929,601789.SH
1930,601800.SH
1931,002469.SZ
1932,600846.SH
1933,002761.SZ
1934,002941.SZ
1935,300826.SZ
1936,000065.SZ
1937,002628.SZ
1938,601068.SH
1939,600610.SH
1940,002663.SZ
1941,300732.SZ
1942,603979.SH
1943,300983.SZ
1944,600939.SH
1945,002542.SZ
1946,300746.SZ
1947,300284.SZ
1948,300977.SZ
1949,300982.SZ
1950,000779.SZ
1951,600769.SH
1952,600970.SH
1953,601618.SH
1954,300237.SZ
1955,002307.SZ
1956,600170.SH
1957,002310.SZ
1958,002564.SZ
1959,000498.SZ
1960,002445.SZ
1961,002502.SZ
1962,000802.SZ
1963,600892.SH
1964,601595.SH
1965,600936.SH
1966,600576.SH
1967,600996.SH
1968,002905.SZ
1969,300027.SZ
1970,600088.SH
1971,300336.SZ
1972,300291.SZ
1973,600640.SH
1974,600959.SH
1975,002027.SZ
1976,600977.SH
1977,603721.SH
1978,002739.SZ
1979,600637.SH
1980,002238.SZ
1981,300528.SZ
1982,300133.SZ
1983,000673.SZ
1984,600136.SH
1985,300426.SZ
1986,002292.SZ
1987,000917.SZ
1988,600037.SH
1989,603103.SH
1990,300413.SZ
1991,600715.SH
1992,300770.SZ
1993,002624.SZ
1994,000835.SZ
1995,300251.SZ
1996,000665.SZ
1997,600052.SH
1998,002699.SZ
1999,601929.SH
